DIRECTORATE,SUPPLIER,SUPPLIER NAME,TRANS NOS,AMOUNT,TRANS DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER GROUP
Chief Executive,VECT98,Vector Resourcing Ltd (Factored),10480193,"8,400.00",07/04/2015,Capital,IT - Software,General Creditors
Chief Executive,VECT98,Vector Resourcing Ltd (Factored),10480195,"7,175.00",02/04/2015,Capital,IT - Software,General Creditors
Chief Executive,WHIT14,White?s Construction,10481992,"3,760.00",17/04/2015,Capital,Grants & Contributions to 3rd Parties,General Creditors
CHIEFEXEC,ACCE11,Access Independent Ltd,10479361,"2,430.00",31/03/2015,Supplies,Management Fee,General Creditors
CHIEFEXEC,ACCL01,Acclaim Contracts Ltd,10481989,"16,037.00",08/04/2015,Premises,Building Works,CIS Creditors
CHIEFEXEC,ACCM01,ACCM (UK),10479297,"1,000.00",16/03/2015,Supplies,Payment of Grant,Schools
CHIEFEXEC,ACES02,Ace Fire & Security Systems Ltd,10480516,"1,468.00",31/03/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,ACES02,Ace Fire & Security Systems Ltd,10481738,799.00,30/03/2015,Supplies,Security Contract,General Creditors
CHIEFEXEC,ACES02,Ace Fire & Security Systems Ltd,10482878,753.54,31/03/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,ACES02,Ace Fire & Security Systems Ltd,10482879,"1,214.36",31/03/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,ACES02,Ace Fire & Security Systems Ltd,10483305,514.07,01/04/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,AGEU02,Age UK Bedfordshire ,10481970,"3,500.00",16/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,AKIT01,Akita Security Services Ltd,10479711,"1,775.16",31/03/2015,Supplies,Security Contract,General Creditors
CHIEFEXEC,AKIT01,Akita Security Services Ltd,10479712,"5,552.96",31/03/2015,Supplies,Security Contract,General Creditors
CHIEFEXEC,AKIT01,Akita Security Services Ltd,10479713,310.00,31/03/2015,Supplies,Security Contract,General Creditors
CHIEFEXEC,AKIT01,Akita Security Services Ltd,10479714,"2,135.80",31/03/2015,Supplies,Security Contract,General Creditors
CHIEFEXEC,AKIT01,Akita Security Services Ltd,10479729,"1,230.28",31/03/2015,Supplies,Security Contract,General Creditors
CHIEFEXEC,AKIT01,Akita Security Services Ltd,10480741,"1,563.23",31/03/2015,Supplies,Security Contract,General Creditors
CHIEFEXEC,AMSL01,AMS Ltd,10480212,440.00,16/12/2014,Supplies,Maintenance of IT Equipment,General Creditors
CHIEFEXEC,ANGE04,Angel Springs,10481030,279.73,31/03/2015,Supplies,Rental,General Creditors
CHIEFEXEC,ARVA03,Arvato Government Services,10452643,660.00,20/11/2014,Employees,Training,General Creditors
CHIEFEXEC,ASEN01,Asendia UK Ltd,10483655,"2,053.15",17/03/2015,Supplies,Costs,General Creditors
CHIEFEXEC,AXIE01,Axiell ALM Ltd,10481939,"2,750.97",17/04/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,BAKE10,"Baker Tilley (""Tax and Accounting Ltd"" AND ""Business Services Ltd""",10480087,"1,500.00",31/03/2015,Supplies,Consultants Fees,General Creditors
CHIEFEXEC,BED999,Bedford & District Cerebal Palsy So,10479307,"1,500.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,BED190,Bedford African Caribbean Forum,10479302,"2,000.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,BED027,Bedford and District Audio News,10483555,700.00,27/04/2015,Supplies,Event Costs,General Creditors
CHIEFEXEC,BEDF06,Bedford Citizens Advice Bureau,10479309,"43,750.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,BEDF08,Bedford College,10479185,"1,200.00",30/03/2015,Supplies,Project Costs,General Creditors
CHIEFEXEC,BED116,Bedford Credit Union Ltd,10479299,"3,200.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,BEDF79,Bedford Foodbank,10479412,"2,500.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,GUIL05,Bedford Guild House,10479322,"2,500.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,BED965,Bedford Open Door,10479308,"2,572.50",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,BEDF63,Bedford Refugee & Asylum Seekers Support (BRASS),10479310,"4,620.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,BEDF63,Bedford Refugee & Asylum Seekers Support (BRASS),10481226,600.00,15/04/2015,Supplies,Event Costs,General Creditors
CHIEFEXEC,962263,Bedford Shopmobility,1480059,"8,345.44",30/04/2015,Supplies,Payment of Grant,
CHIEFEXEC,BED938,Bedfordshire Pension Fund,10482930,"10,247.29",21/04/2015,Employees,Redundancy Payments,General Creditors
CHIEFEXEC,BEDS04,Beds Compressor Service Ltd,10479883,943.28,31/03/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,BED220,Beds Rural Communities Charities (BRCC),10479304,"3,150.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,BED220,Beds Rural Communities Charities (BRCC),10480964,"2,709.00",31/03/2015,Supplies,Contribution to Scheme,General Creditors
CHIEFEXEC,BED220,Beds Rural Communities Charities (BRCC),10480966,778.20,31/03/2015,Supplies,Contribution to Scheme,General Creditors
CHIEFEXEC,BHAG99,Bhagwan Valmik Sabha (Bedford),10479311,500.00,17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,BIFF99,Biffa Waste Services Ltd,10480048,336.15,31/03/2015,Supplies,Trade Refuse Costs,General Creditors
CHIEFEXEC,BNPP01,BNP Paribas Lease Group (Rentals),10481764,"1,803.39",11/04/2015,Supplies,Rental,General Creditors
CHIEFEXEC,BOST03,Bostock Health Care,10483261,680.00,23/04/2015,Supplies,Professional Services - Curriculum,General Creditors
CHIEFEXEC,BOTT05,Bottomline Technologies,10476774,"3,726.20",20/03/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,BOTT05,Bottomline Technologies,10479863,"3,726.20",20/03/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,BRAK01,Brake Bros Foodservice Ltd,10478389,406.81,18/03/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,BRAK01,Brake Bros Foodservice Ltd,10478403,289.85,17/03/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,BRAK01,Brake Bros Foodservice Ltd,10480555,352.63,08/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,BRAK01,Brake Bros Foodservice Ltd,10480572,323.49,07/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,BRAK01,Brake Bros Foodservice Ltd,10480574,626.52,30/03/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,BRAK01,Brake Bros Foodservice Ltd,10482498,434.83,20/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,BRAK01,Brake Bros Foodservice Ltd,10482665,281.29,14/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,BRAK01,Brake Bros Foodservice Ltd,10482674,332.51,13/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,BRAK01,Brake Bros Foodservice Ltd,10483360,479.35,27/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,BRIS01,Bristow & Sutor,10479095,"4,841.16",20/03/2015,Supplies,Costs,General Creditors
CHIEFEXEC,BRIS01,Bristow & Sutor,10479096,299.01,20/03/2015,Supplies,Costs,General Creditors
CHIEFEXEC,BRIS01,Bristow & Sutor,10479239,"2,401.64",25/03/2015,Supplies,Costs,General Creditors
CHIEFEXEC,BRIS01,Bristow & Sutor,10479241,266.13,25/03/2015,Supplies,Costs,General Creditors
CHIEFEXEC,BRIS01,Bristow & Sutor,10479765,256.72,13/03/2015,Supplies,Costs,General Creditors
CHIEFEXEC,BRIS01,Bristow & Sutor,10480651,"4,218.96",05/04/2015,Supplies,Costs,General Creditors
CHIEFEXEC,BRIS01,Bristow & Sutor,10480815,373.58,20/03/2015,Supplies,Costs,General Creditors
CHIEFEXEC,BRIS01,Bristow & Sutor,10482122,"2,318.84",12/04/2015,Supplies,Costs,General Creditors
CHIEFEXEC,BRIS01,Bristow & Sutor,10482358,407.37,05/04/2015,Supplies,Costs,General Creditors
CHIEFEXEC,BRIS01,Bristow & Sutor,10483210,"2,795.60",19/04/2015,Supplies,Costs,General Creditors
CHIEFEXEC,BRIT21,British Gas,10479903,543.05,01/04/2015,Premises,Gas,General Creditors
CHIEFEXEC,BRIT21,British Gas,10482124,386.36,07/04/2015,Premises,Electricity,General Creditors
CHIEFEXEC,BRIT56,British Standards Institute,10480245,639.00,01/04/2015,Supplies,Project Costs,General Creditors
CHIEFEXEC,BURE98,Bureau Van Dijk Electronic Publishing Ltd,10481326,"5,659.00",30/03/2015,Supplies,Subscriptions,General Creditors
CHIEFEXEC,JACK04,C.Jackson & Sons (Bedford) Limited,10483264,"2,850.00",24/04/2015,Supplies,Project Costs,CIS Creditors
CHIEFEXEC,CACH99,Cache,10479251,"1,390.00",30/03/2015,Employees,Training,General Creditors
CHIEFEXEC,CAPI07,Capita Business Services Ltd,10473857,"12,557.36",10/03/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,CAPI07,Capita Business Services Ltd,10481060,"5,217.35",07/04/2015,Transfer Payments,Cash Management,General Creditors
CHIEFEXEC,CARD97,Cards & Specialist Services Ltd,10482634,"1,487.50",20/04/2015,Supplies,Security Contract,General Creditors
CHIEFEXEC,992842,Carers in Bedfordshire,1477686,251.00,15/04/2015,Customer & Client Receipts,Fee Income - Exempt VAT,
CHIEFEXEC,CENT10,Central Bedfordshire Council,10479724,"1,248.12",30/03/2015,Supplies,Consultants Fees,Other Local Authority
CHIEFEXEC,CENT10,Central Bedfordshire Council,10482825,"159,452.94",17/04/2015,Transfer Payments,Contract Payments - Private Contractors,Other Local Authority
CHIEFEXEC,CENT10,Central Bedfordshire Council,10482826,"35,128.17",17/04/2015,Transfer Payments,Contract payments - Other Local Authorities,Other Local Authority
CHIEFEXEC,CIPF02,CIPFA Business Ltd,10478544,"8,550.00",02/02/2015,Employees,Agency Salaries,General Creditors
CHIEFEXEC,CIPF02,CIPFA Business Ltd,10480028,"5,450.00",24/02/2015,Supplies,Subscriptions,General Creditors
CHIEFEXEC,CIPF02,CIPFA Business Ltd,10483742,775.00,03/03/2015,Supplies,Subscriptions,General Creditors
CHIEFEXEC,CIVI01,Civica UK Ltd,10480235,491.49,27/03/2015,Supplies,Project Costs,General Creditors
CHIEFEXEC,CLAS94,Classic Finishers,10480648,445.00,31/03/2015,Supplies,Conservation,General Creditors
CHIEFEXEC,CLYD01,Clyde & Co,10479189,"65,598.90",27/03/2015,Supplies,Professional Fees,General Creditors
CHIEFEXEC,COMB02,Combined Energy Solutions Ltd,10479249,666.25,31/03/2015,Premises,Maintenance of Buildings,General Creditors
CHIEFEXEC,COMB02,Combined Energy Solutions Ltd,10479258,"2,898.00",31/03/2015,Premises,Maintenance of Buildings,General Creditors
CHIEFEXEC,COMM12,Commercial Interiors & Storage Ltd,10479918,"2,584.00",31/03/2015,Supplies,Project Costs,CIS Creditors
CHIEFEXEC,COMM12,Commercial Interiors & Storage Ltd,10479921,907.00,31/08/2015,Supplies,Project Costs,CIS Creditors
CHIEFEXEC,COMM04,Community & Voluntary Service,10479312,"12,500.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,COMP93,Complete Detection Systems Ltd.,10481317,282.00,10/04/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,COMP11,Computershare Voucher Services,10480453,"22,649.64",02/04/2015,Employees,Employee Related Schemes,General Creditors
CHIEFEXEC,COMP11,Computershare Voucher Services,10480453,792.74,02/04/2015,Employees,Employee Related Schemes,General Creditors
CHIEFEXEC,CYGN01,Cygnia Technologies Ltd.,10477139,"15,650.00",19/03/2015,Supplies,Maintenance of IT Equipment,General Creditors
CHIEFEXEC,DAIS01,Daisy Telstra,10481318,"2,303.73",31/03/2015,Supplies,Telephone Line Rentals,General Creditors
CHIEFEXEC,988260,DCG Professional Services Ltd &,1478360,"2,250.00",17/04/2015,Other Income,Rent - Exempt,
CHIEFEXEC,DEAN02,Dean & Shelton Parish Council,10481784,"6,032.86",16/04/2015,Supplies,Payment of Grant,Other Local Authority
CHIEFEXEC,DEBO99,Deborah Services Ltd,10479101,675.00,27/03/2015,Supplies,External Training Costs,General Creditors
CHIEFEXEC,DELL01,Dell Corporation Ltd,10478757,"7,146.60",26/03/2015,Supplies,Purchase of Goods for Resale,General Creditors
CHIEFEXEC,DIRE13,DIRECT 4 GROUP,10475412,733.20,17/03/2015,Supplies,Clothing and Uniform Purchases,General Creditors
CHIEFEXEC,DISC07,Disclosure and Barring Service - GBS RE DBS POA,10479238,"5,500.00",30/11/2014,Employees,DBS Checks,General Creditors
CHIEFEXEC,DISC07,Disclosure and Barring Service - GBS RE DBS POA,10479238,"1,364.00",30/11/2014,Supplies,Fees Paid,General Creditors
CHIEFEXEC,DISC07,Disclosure and Barring Service - GBS RE DBS POA,10479272,"1,144.00",28/02/2015,Supplies,Fees Paid,General Creditors
CHIEFEXEC,DISC07,Disclosure and Barring Service - GBS RE DBS POA,10479272,"6,600.00",28/02/2015,Employees,DBS Checks,General Creditors
CHIEFEXEC,DISC07,Disclosure and Barring Service - GBS RE DBS POA,10479273,"9,372.00",31/12/2014,Employees,DBS Checks,General Creditors
CHIEFEXEC,DISC07,Disclosure and Barring Service - GBS RE DBS POA,10479273,880.00,31/12/2014,Supplies,Fees Paid,General Creditors
CHIEFEXEC,DISC07,Disclosure and Barring Service - GBS RE DBS POA,10479274,"1,364.00",31/01/2015,Supplies,Fees Paid,General Creditors
CHIEFEXEC,DISC07,Disclosure and Barring Service - GBS RE DBS POA,10479274,"4,488.00",31/01/2015,Employees,DBS Checks,General Creditors
CHIEFEXEC,DOOR99,Door Spring Supplies Ltd,10478822,"2,832.52",25/03/2015,Premises,R&R Other Works,CIS Creditors
CHIEFEXEC,DOOR99,Door Spring Supplies Ltd,10478824,452.25,25/03/2015,Premises,R&R Other Works,CIS Creditors
CHIEFEXEC,DOOR99,Door Spring Supplies Ltd,10478971,380.00,27/03/2015,Premises,R&R Other Works,CIS Creditors
CHIEFEXEC,DRAI03,Draincare Services Ltd,10479772,410.00,01/04/2015,Supplies,Project Costs,General Creditors
CHIEFEXEC,EACS01,EACS Limited,10479206,"17,930.00",31/03/2015,Supplies,Maintenance of IT Equipment,General Creditors
CHIEFEXEC,EAST22,East Midlands Trains Ltd,10482062,581.00,20/04/2015,Supplies,Purchase of Goods for Resale,General Creditors
CHIEFEXEC,EDEN97,Eden Springs UK Limited,10482475,355.30,25/03/2015,Supplies,Rental,General Creditors
CHIEFEXEC,ERNS01,Ernst & Young LLP,10479995,290.00,01/04/2015,Employees,Training,General Creditors
CHIEFEXEC,ESRI01,Esri (UK) Ltd,10476460,"31,500.00",04/02/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,ESRI01,Esri (UK) Ltd,10481065,"7,075.00",10/04/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,EXPR96,Express Vending Ltd,10480225,"1,025.14",31/03/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,EXPR96,Express Vending Ltd,10480226,"1,003.36",28/02/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,FACE04,FACES Bedford,10479313,"3,000.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,FAIT01,Faith in Queen?s Park,10479315,"4,000.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,FALK01,Falkland Press Ltd,10482153,"1,366.00",15/04/2015,Supplies,External Printing,General Creditors
CHIEFEXEC,FALK01,Falkland Press Ltd,10482566,305.00,20/04/2015,Supplies,External Printing,General Creditors
CHIEFEXEC,FAMI01,Family Groups (Bedford),10479317,"2,000.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,FIRE03,Fire Safety Services (UK) Ltd,10481319,260.85,24/03/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,FLAG04,FLAG Bedford,10479318,412.00,17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,FLIT01,Flittabus Community Transport Ltd,10481333,490.00,31/03/2015,Supplies,Contribution to Scheme,General Creditors
CHIEFEXEC,FREE08,Freeth Cartwright LLP,10482963,726.00,30/03/2015,Supplies,Marketing & Promotion,General Creditors
CHIEFEXEC,FREE08,Freeth Cartwright LLP,10482968,"1,834.50",31/03/2015,Supplies,Marketing & Promotion,General Creditors
CHIEFEXEC,FREE08,Freeth Cartwright LLP,10482970,"1,308.00",31/03/2015,Supplies,Marketing & Promotion,General Creditors
CHIEFEXEC,FUN401,Fun 4 Young People,10479408,"1,000.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,GOVI01,Govia Thameslink Railway Ltd,10479623,"45,391.83",11/03/2015,Supplies,Purchase of Goods for Resale,General Creditors
CHIEFEXEC,GOVI01,Govia Thameslink Railway Ltd,10481775,"31,227.06",23/03/2015,Supplies,Purchase of Goods for Resale,General Creditors
CHIEFEXEC,GPUK01,GPUK LLP (Global Payments),10461748,619.42,31/12/2014,Supplies,Fees Paid,General Creditors
CHIEFEXEC,GPUK01,GPUK LLP (Global Payments),10473584,358.80,28/02/2015,Supplies,Fees Paid,General Creditors
CHIEFEXEC,910103,Grant Thornton,1476823,"1,400.00",08/04/2015,Customer & Client Receipts,Income from External Clients,
CHIEFEXEC,HEAL11,Healthy Buildings International Ltd,10479223,395.00,31/03/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,HEAL11,Healthy Buildings International Ltd,10481746,840.00,08/04/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,HISP99,Hi-Spec Facilities Support Co Plc,10478920,514.58,31/03/2015,Premises,Cleaning Services,General Creditors
CHIEFEXEC,HISP99,Hi-Spec Facilities Support Co Plc,10478922,408.81,31/03/2015,Premises,Cleaning Services,General Creditors
CHIEFEXEC,HISP99,Hi-Spec Facilities Support Co Plc,10479595,541.50,31/03/2015,Premises,Cleaning Services,General Creditors
CHIEFEXEC,HISP99,Hi-Spec Facilities Support Co Plc,10481368,514.35,31/03/2015,Premises,Cleaning Services,General Creditors
CHIEFEXEC,HISP99,Hi-Spec Facilities Support Co Plc,10481370,514.58,31/03/2015,Premises,Cleaning Services,General Creditors
CHIEFEXEC,HISP99,Hi-Spec Facilities Support Co Plc,10481635,288.16,31/03/2015,Premises,Cleaning Services,General Creditors
CHIEFEXEC,HONE01,Honeywell Control Systems Ltd.,10481953,"1,221.56",14/04/2015,Supplies,Project Costs,General Creditors
CHIEFEXEC,HOPW01,Hopwells Ltd,10480563,442.98,08/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,HOPW01,Hopwells Ltd,10480565,343.67,30/03/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,HOPW01,Hopwells Ltd,10482490,324.12,22/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,HOPW01,Hopwells Ltd,10483254,318.74,27/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,HOUN01,Hound Envelopes Ltd.,10479252,913.16,30/03/2015,Supplies,External Stationery,General Creditors
CHIEFEXEC,HOUS08,House Of Flags Ltd,10479090,410.00,30/03/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,HOWD01,Howdens Joinery Ltd,10479254,299.98,31/03/2015,Supplies,Direct Materials Purchase,General Creditors
CHIEFEXEC,HSBC98,Hsbc Invoice Finance (UK) Ltd,10480801,399.84,31/03/2015,Supplies,Fees Paid,General Creditors
CHIEFEXEC,HTST01,HTS Training Ltd,10483059,350.00,24/04/2015,Supplies,Professional Services - Curriculum,General Creditors
CHIEFEXEC,IDOX01,IDOX Software Limited,10477086,"10,783.50",26/02/2015,Supplies,Maintenance of Equipment,General Creditors
CHIEFEXEC,IDOX01,IDOX Software Limited,10480958,"3,090.00",26/02/2015,Supplies,Project Costs,General Creditors
CHIEFEXEC,INTE37,Intec Software Solutions Provider,10483024,"22,040.00",11/03/2015,Supplies,IT Software Purchases,General Creditors
CHIEFEXEC,ITIB99,ITI Info Tech Installations (Bedford) Limited,10478564,"1,093.18",26/03/2015,Supplies,IT Equipment Purchases,General Creditors
CHIEFEXEC,ITSO99,ITSO Ltd,10481327,"2,207.00",08/04/2015,Supplies,Management Fee,General Creditors
CHIEFEXEC,JBSP01,J B Specialist Refurbishment Ltd,10482866,"1,752.38",17/04/2015,Supplies,Project Costs,CIS Creditors
CHIEFEXEC,JWHO99,J.W.Housden Ltd,10480515,"1,276.29",31/03/2015,Premises,R&R Other Works,CIS Creditors
CHIEFEXEC,JACK13,Jackson Environmental Ltd,10483077,"8,275.00",23/04/2015,Premises,Building Works,General Creditors
CHIEFEXEC,JACK13,Jackson Environmental Ltd,10483570,790.00,27/04/2015,Premises,Building Works,General Creditors
CHIEFEXEC,JACO02,Jacobs Certificated Bailiffs,10479242,"2,662.22",31/03/2015,Supplies,Costs,General Creditors
CHIEFEXEC,JACO02,Jacobs Certificated Bailiffs,10480197,923.04,07/04/2015,Supplies,Costs,General Creditors
CHIEFEXEC,JACO02,Jacobs Certificated Bailiffs,10480818,439.23,31/03/2015,Supplies,Costs,General Creditors
CHIEFEXEC,JACO02,Jacobs Certificated Bailiffs,10481143,"1,065.46",13/04/2015,Supplies,Costs,General Creditors
CHIEFEXEC,JACO02,Jacobs Certificated Bailiffs,10482322,"2,057.99",20/04/2015,Supplies,Costs,General Creditors
CHIEFEXEC,JACO02,Jacobs Certificated Bailiffs,10483385,362.69,27/04/2015,Supplies,Costs,General Creditors
CHIEFEXEC,JADE01,Jade Security Services Ltd,10480583,426.00,31/03/2015,Supplies,Security Contract,General Creditors
CHIEFEXEC,JCAP99,Jc Applications Development Ltd,10480972,"4,167.00",01/04/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,JCAP99,Jc Applications Development Ltd,10480973,"3,030.00",01/04/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,JECT01,JEC Training Ltd,10480107,"2,396.00",07/04/2015,Employees,Training,General Creditors
CHIEFEXEC,JEWS01,Jewson Limited,10483573,440.00,15/04/2015,Supplies,Direct Materials Purchase,General Creditors
CHIEFEXEC,JOHN05,Johnston Publishing Ltd,10481987,300.00,09/04/2015,Supplies,Marketing & Promotion,General Creditors
CHIEFEXEC,KEEC01,Keech Hospice Care,10479337,500.00,17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,KING09,Kingsfield Computer Products Ltd,10482643,965.00,20/04/2015,Supplies,Rechargeable Wks Expenditure (standard VAT),General Creditors
CHIEFEXEC,KIRK02,Kirkby & Diamond,10482021,"1,320.00",31/12/2015,Supplies,Consultants Fees,General Creditors
CHIEFEXEC,KONI02,Konica Minolta Business Solutions,10481337,"1,175.22",09/04/2015,Supplies,Photocopy Click Charges,General Creditors
CHIEFEXEC,KONI02,Konica Minolta Business Solutions,10481583,"1,590.35",16/04/2015,Supplies,Photocopy Click Charges,General Creditors
CHIEFEXEC,LION97,Lion Press,10480233,310.00,31/03/2015,Supplies,External Printing,General Creditors
CHIEFEXEC,LOCA21,Local Government Association,10481657,900.00,10/04/2015,Employees,Training,General Creditors
CHIEFEXEC,LOCA21,Local Government Association,10481658,990.00,07/04/2015,Supplies,Event Costs,General Creditors
CHIEFEXEC,LOCA21,Local Government Association,10481658,495.00,07/04/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,LOCA21,Local Government Association,10482366,"29,078.44",01/04/2015,Supplies,Subscriptions,General Creditors
CHIEFEXEC,LOCA08,Local World Ltd,10479088,424.38,29/03/2015,Supplies,Marketing & Promotion,General Creditors
CHIEFEXEC,LOCA08,Local World Ltd,10480870,334.36,12/04/2015,Supplies,Marketing & Promotion,General Creditors
CHIEFEXEC,LOCA08,Local World Ltd,10482087,385.80,19/04/2015,Supplies,Marketing & Promotion,General Creditors
CHIEFEXEC,LOCA08,Local World Ltd,10483376,501.54,26/04/2015,Supplies,Marketing & Promotion,General Creditors
CHIEFEXEC,LUTO02,Luton Borough Council,10483055,428.00,21/04/2015,Employees,Training,Other Local Authority
CHIEFEXEC,LYRE99,Lyreco UK Limited,10482584,314.55,17/04/2015,Supplies,External Stationery,General Creditors
CHIEFEXEC,MAXI01,Maximum Services Ltd.,10482692,662.41,20/04/2015,Supplies,Project Costs,CIS Creditors
CHIEFEXEC,MAYD99,Mayday Trust,10481639,"4,009.96",09/01/2015,Supplies,Project Costs,General Creditors
CHIEFEXEC,MAYD99,Mayday Trust,10481641,"1,800.00",28/03/2015,Supplies,Project Costs,General Creditors
CHIEFEXEC,MBLS01,MBL Seminars Limited,10477062,500.00,24/03/2015,Employees,Training,General Creditors
CHIEFEXEC,MERI03,Meridian Cost Benefit Ltd (t/a recoveryaudit),10479224,348.50,31/03/2015,Supplies,Data Collection/Management,General Creditors
CHIEFEXEC,METR01,Metrosigns 2000 Limited,10481027,263.00,07/04/2015,Supplies,External Printing,General Creditors
CHIEFEXEC,METR01,Metrosigns 2000 Limited,10482151,638.88,14/04/2015,Supplies,External Printing,General Creditors
CHIEFEXEC,MILT14,Milton Keynes Hospital NHS FT,10480483,"1,060.00",03/04/2015,Supplies,Professional Fees,General Creditors
CHIEFEXEC,MODE02,Modern Mindset.,10481106,"7,010.00",01/04/2015,Supplies,Maintenance of IT Equipment,General Creditors
CHIEFEXEC,MORV01,Morvend Ltd,10478973,320.76,16/03/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,MORV01,Morvend Ltd,10480486,455.00,02/04/2015,Supplies,Purchase and maintenance of equipment,General Creditors
CHIEFEXEC,MORV01,Morvend Ltd,10480637,251.64,30/03/2015,Premises,Annual Maintenance of Fixtures & Fittings,General Creditors
CHIEFEXEC,MORV01,Morvend Ltd,10482500,402.67,20/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
CHIEFEXEC,MOUC99,Mouchel Business Services Ltd FRC Preparers Levy A/C,10480035,883.00,04/08/2014,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,NATI27,National Express Ltd,10479824,"2,987.75",31/03/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,NCER01,NCER CIC,10479891,"2,857.80",02/04/2015,Supplies,Subscriptions,General Creditors
CHIEFEXEC,NEPR01,NePro Limited,10478536,"4,000.00",25/03/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,NEPR01,NePro Limited,10481777,"27,760.00",16/04/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,NORT29,Northgate Information Solutions ,10477855,"2,000.00",20/03/2015,Supplies,IT Software Licences,General Creditors
CHIEFEXEC,NORT29,Northgate Information Solutions ,10478620,"4,500.00",24/03/2015,Supplies,IT Software Purchases,General Creditors
CHIEFEXEC,NORT29,Northgate Information Solutions ,10479806,"29,685.00",01/04/2015,Supplies,IT Software Purchases,General Creditors
CHIEFEXEC,NORT29,Northgate Information Solutions ,10479807,"1,800.00",01/04/2015,Supplies,IT Software Purchases,General Creditors
CHIEFEXEC,NORT29,Northgate Information Solutions ,10479812,891.65,01/04/2015,Supplies,Management Fee,General Creditors
