Directorate,Supplier,Supplier Name,TransNo,Amount,Trans.date,Expense Area,Expense Type
ADCHILD,SAHN99,Sah Nursing Homes Ltd,20128059,"1,951.32",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,SAHN99,Sah Nursing Homes Ltd,20128059,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,SAHN99,Sah Nursing Homes Ltd,20128059,"2,365.20",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,SALI02,Salisbury Support 4 Autism Limited,10485190,"9,651.90",23/04/2015,Transfer Payments,Supported Living Packages
ADCHILD,SAMU98,Samuel Whitbread Academy,10486941,790.00,15/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA
ADCHILD,SANC98,Sanctuary Housing Association,20128060,"1,805.88",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,SAND95,Sandy Upper School,10486942,485.00,15/05/2015,Transfer Payments,Top-Ups - Maintained Providers - OLA
ADCHILD,SCOP99,Scope ,20128061,"6,600.68",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,SCPC01,SCP Consult,10485415,"4,000.00",28/04/2015,Employees,Training
ADCHILD,SEPT01,SEPT (South Essex Partnership University NHS Foundation Trust),10485794,"19,809.00",01/05/2015,Transfer Payments,Contract Payments - Health Authorities
ADCHILD,SEPT01,SEPT (South Essex Partnership University NHS Foundation Trust),10486182,"1,358.51",16/03/2015,Premises,Electricity
ADCHILD,SERV99,Serve,10487506,297.30,30/04/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10483146,"7,182.42",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10483146,"2,199.12",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10483146,"1,246.56",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10483146,"1,176.00",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10483146,940.80,18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10483146,"14,645.12",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10484507,250.00,30/04/2015,Transfer Payments,Contract Payments - Private Contractors
ADCHILD,SEVA01,Sevacare,10484918,"14,645.12",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10484918,752.64,19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10484918,"1,519.98",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10484918,"1,246.56",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10484918,"2,228.52",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10484918,"6,785.52",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486545,509.17,16/04/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486545,"2,274.54",16/04/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486545,"6,033.48",16/04/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486545,"1,779.16",16/04/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486545,322.55,16/04/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486545,549.64,16/04/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486545,725.72,16/04/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486545,"2,433.84",16/04/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486555,325.88,18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486555,727.48,18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486555,637.24,18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486555,355.60,18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486555,"1,740.80",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486555,"1,911.13",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486555,"4,935.62",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10486555,"1,447.17",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487961,"6,441.08",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487961,"2,252.68",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487961,"2,699.82",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487961,"2,071.56",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487961,455.63,19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487961,"3,396.00",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487961,"14,452.48",19/02/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487965,"14,452.48",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487965,"3,701.64",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487965,554.68,18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487965,"2,077.22",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487965,339.60,18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487965,"2,716.80",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487965,"2,099.86",18/03/2015,Transfer Payments,Home Care
ADCHILD,SEVA01,Sevacare,10487965,"6,808.98",18/03/2015,Transfer Payments,Home Care
ADCHILD,SHAR19,Sharnbrook John Gibbard Lower School (Academy),10484166,329.04,27/04/2015,Transfer Payments,Payments to Schools
ADCHILD,SHAR19,Sharnbrook John Gibbard Lower School (Academy),10486113,"3,240.00",05/05/2015,Transfer Payments,Payments to Schools
ADCHILD,SHAR19,Sharnbrook John Gibbard Lower School (Academy),10486979,"1,350.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,SHAR16,Sharnbrook Upper School ,10484503,"80,692.85",29/04/2015,Transfer Payments,School Redundancies
ADCHILD,SHAR16,Sharnbrook Upper School ,10486996,"15,454.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,SHEL03,Shelton Care Ltd,20128062,"8,883.96",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,SHEN02,Shenleybury House Limited,20128063,"5,850.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,SIGH01,Sight Concern Bedfordshire,10488811,"3,284.78",28/05/2015,Transfer Payments,Other Social Services Payments
ADCHILD,SILS98,Silsoe Lower School,10486932,"1,161.00",15/05/2015,Transfer Payments,Top-Ups - Maintained Providers - OLA
ADCHILD,SIMI01,Simon De Senlis Primary School (Academy),10486933,250.00,15/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA
ADCHILD,SLAT02,Slated Row School,10486949,736.00,15/05/2015,Transfer Payments,Top-Ups - Maintained Providers - OLA
ADCHILD,SMAR93,Smarteez Neighbourhood Nursery,10484684,510.14,29/04/2015,Transfer Payments,Childcare
ADCHILD,SOCI02,Social Care Solutions Ltd,10483965,"2,013.12",12/04/2015,Transfer Payments,High Level Family Support CWD
ADCHILD,SOCI02,Social Care Solutions Ltd,10483966,629.10,12/04/2015,Transfer Payments,High Level Family Support CWD
ADCHILD,SOCI02,Social Care Solutions Ltd,10484193,449.50,12/04/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10484196,437.96,22/04/2015,Transfer Payments,Day Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10484199,729.72,12/04/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10484200,907.00,12/04/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10484201,423.70,12/04/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10484202,853.00,12/04/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10485802,"3,915.24",08/05/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10485803,363.82,08/05/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10485804,"1,957.62",08/05/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10485805,"1,957.62",08/05/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10485806,694.60,08/05/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10485807,978.81,08/05/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10485808,947.21,08/05/2015,Transfer Payments,Home Care
ADCHILD,SOCI02,Social Care Solutions Ltd,10488262,978.81,13/05/2015,Transfer Payments,Home Care
ADCHILD,SOHP02,Sohpaul Property Services,10483918,570.00,15/04/2015,Transfer Payments,Family Assistance
ADCHILD,SOHP02,Sohpaul Property Services,10483972,570.00,15/04/2015,Transfer Payments,Family Assistance
ADCHILD,SOHP02,Sohpaul Property Services,10483973,570.00,15/04/2015,Transfer Payments,Family Assistance
ADCHILD,SOLD01,Solden Hill House Ltd,20128067,"3,900.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,SOME01,Someries Consultants Ltd,10487664,900.00,15/05/2015,Supplies,Consultants Fees
ADCHILD,SOME01,Someries Consultants Ltd,10487665,900.00,08/05/2015,Supplies,Consultants Fees
ADCHILD,SOME01,Someries Consultants Ltd,10487666,900.00,01/05/2015,Supplies,Consultants Fees
ADCHILD,SOUL01,Soul Brothers Ltd,10486852,"12,381.00",30/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,SOUN96,Sounds Write,10483292,"2,850.00",24/04/2015,Supplies,Learning Resources - Other
ADCHILD,SOUT40,South Devon Healthcare NHS Foundation Trust,10487747,450.00,14/05/2015,Supplies,Subscriptions
ADCHILD,SPEC94,Spectrum Recruitment Ltd,10485025,351.00,28/04/2015,Transfer Payments,High Level Family Support CWD
ADCHILD,SPEC94,Spectrum Recruitment Ltd,10485532,292.50,06/05/2015,Transfer Payments,High Level Family Support CWD
ADCHILD,SPEC94,Spectrum Recruitment Ltd,10487038,351.00,21/04/2015,Transfer Payments,High Level Family Support CWD
ADCHILD,SPEC94,Spectrum Recruitment Ltd,10488286,321.75,19/05/2015,Transfer Payments,High Level Family Support CWD
ADCHILD,STEL02,St Elizabeth큦 School - Daughters of The Cross Of Liege,10484171,"75,589.44",21/04/2015,Transfer Payments,Voluntary & Independent Schools
ADCHILD,STGR03,St Gregorys RC Middle School (Academy),10486114,"6,480.00",05/05/2015,Transfer Payments,Payments to Schools
ADCHILD,STGR03,St Gregorys RC Middle School (Academy),10486992,"4,770.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,STJO15,ST John Rigby RC VA Primary School (Academy),10486115,"9,000.00",05/05/2015,Transfer Payments,Payments to Schools
ADCHILD,STJO15,ST John Rigby RC VA Primary School (Academy),10486982,"4,363.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,STJO10,St John큦 Special School & College,10485152,"3,183.48",01/05/2015,Transfer Payments,Payments to Schools
ADCHILD,STJO10,St John큦 Special School & College,10486147,250.00,11/05/2015,Transfer Payments,Payments to Schools
ADCHILD,STJO10,St John큦 Special School & College,10487000,"131,126.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,STJO10,St John큦 Special School & College,10487001,"15,000.00",14/05/2015,Transfer Payments,(DSG) Place Funding - Academies & Free Schools
ADCHILD,STJO12,St Joseph큦 RC Lower School (Academy),10486118,720.00,05/05/2015,Transfer Payments,Payments to Schools
ADCHILD,STJO12,St Joseph큦 RC Lower School (Academy),10486983,"1,610.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,STMA86,St Mary큆 Convent,20128069,"2,183.84",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,STMA81,St Matthews Ltd,20128068,"4,600.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,STTH03,St Thomas More Catholic School ,10486997,"6,510.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,STAG03,Stagecoach Services Ltd,10482512,"4,892.00",02/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10482513,"4,972.00",02/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10482514,"4,892.00",02/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10482515,"4,892.00",02/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10482516,"4,892.00",02/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10485841,"7,710.00",08/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486853,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486854,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486855,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486856,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486857,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486858,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486859,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486860,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486861,"3,231.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486862,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486863,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486864,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STAG03,Stagecoach Services Ltd,10486865,"3,179.80",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,STEP15,Stephenson (MK) Academy Trust,10486950,"2,333.00",15/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA
ADCHILD,STON15,Stonewater Ltd,10488059,414.16,22/05/2015,Transfer Payments,Family Assistance
ADCHILD,STON15,Stonewater Ltd,10488809,"6,791.23",28/05/2015,Transfer Payments,Other Social Services Payments
ADCHILD,STON94,Stonham,10488800,"36,909.49",28/05/2015,Transfer Payments,Other Social Services Payments
ADCHILD,SUNB01,Sunbeam Fostering Agency Limited,10485699,"3,107.14",30/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,SUPP07,Supported Accomodation & Independant Living Ltd,10481770,"3,000.00",06/04/2015,Transfer Payments,Leaving Care Accommodation
ADCHILD,SUPP07,Supported Accomodation & Independant Living Ltd,10481771,800.00,06/04/2015,Transfer Payments,Leaving Care Accommodation
ADCHILD,SUPP07,Supported Accomodation & Independant Living Ltd,10481772,"3,000.00",06/04/2015,Transfer Payments,Leaving Care Accommodation
ADCHILD,SURR02,Surround Care Ltd,10486011,"1,096.00",02/04/2015,Transfer Payments,Home Care
ADCHILD,SURR02,Surround Care Ltd,10486012,744.00,02/04/2015,Transfer Payments,Home Care
ADCHILD,SURR02,Surround Care Ltd,10486013,545.00,02/04/2015,Transfer Payments,Home Care
ADCHILD,SURR02,Surround Care Ltd,10486015,391.50,02/04/2015,Transfer Payments,Home Care
ADCHILD,SURR02,Surround Care Ltd,10488030,"1,158.00",30/04/2015,Transfer Payments,Home Care
ADCHILD,SURR02,Surround Care Ltd,10488032,744.00,30/04/2015,Transfer Payments,Home Care
ADCHILD,SURR02,Surround Care Ltd,10488034,545.00,30/04/2015,Transfer Payments,Home Care
ADCHILD,SURR02,Surround Care Ltd,10488036,"1,236.50",30/04/2015,Transfer Payments,Home Care
ADCHILD,SURR02,Surround Care Ltd,10488037,400.00,30/04/2015,Transfer Payments,Home Care
ADCHILD,SWAA99,Swaay,10484934,"19,980.43",05/05/2015,Transfer Payments,Voluntary & Independent Schools
ADCHILD,SWAN96,Swan Fostering Ltd,10487894,"3,255.00",01/06/2014,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488687,"2,940.00",01/01/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488688,"2,940.00",01/01/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488689,"2,940.00",01/01/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488697,"2,940.00",01/01/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488700,"2,940.00",01/01/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488704,"2,940.00",01/01/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488717,"3,255.00",01/02/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488719,"3,255.00",01/02/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488720,"3,255.00",01/02/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488721,"3,255.00",01/02/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488722,"3,255.00",01/02/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488723,"3,255.00",01/02/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488724,"3,255.00",01/02/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488741,"2,940.00",01/01/2015,Transfer Payments,Independent Foster Care
ADCHILD,SWAN96,Swan Fostering Ltd,10488745,"3,255.00",01/02/2015,Transfer Payments,Independent Foster Care
ADCHILD,TKBH99,T K Bhatt (Salvete Residential Care).,20128073,"1,881.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,TKBH99,T K Bhatt (Salvete Residential Care).,20128073,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,TKBH99,T K Bhatt (Salvete Residential Care).,20128073,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,TKBH99,T K Bhatt (Salvete Residential Care).,20128073,"2,200.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,TKBH99,T K Bhatt (Salvete Residential Care).,20128073,"1,300.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,TKBH99,T K Bhatt (Salvete Residential Care).,20128073,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,TKBH99,T K Bhatt (Salvete Residential Care).,20128073,"2,480.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,TKBH99,T K Bhatt (Salvete Residential Care).,20128073,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,TKBH99,T K Bhatt (Salvete Residential Care).,20128073,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,TEAM02,Team Brain Injury Support Ltd,10484893,685.51,19/04/2015,Transfer Payments,Home Care
ADCHILD,TEAM02,Team Brain Injury Support Ltd,10485809,835.94,26/04/2015,Transfer Payments,Home Care
ADCHILD,TEAM02,Team Brain Injury Support Ltd,10487469,805.43,03/05/2015,Transfer Payments,Home Care
ADCHILD,TEAM02,Team Brain Injury Support Ltd,10488266,620.94,10/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10482796,269.00,17/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10482797,453.00,17/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10482799,467.00,17/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10482802,715.00,17/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10484212,816.00,13/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10484215,533.00,13/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10484218,261.00,13/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10484219,307.00,13/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10484261,816.00,10/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10484262,533.00,10/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10484264,517.00,10/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10484265,307.00,10/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10487960,715.00,27/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10487968,467.00,27/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10487971,453.00,27/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10487972,269.00,27/04/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488209,715.00,18/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488216,467.00,18/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488218,453.00,18/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488219,269.00,18/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488494,715.00,05/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488497,467.00,05/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488499,453.00,05/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488500,269.00,05/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488582,816.00,11/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488585,533.00,11/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488587,517.00,11/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,10488589,307.00,11/05/2015,Transfer Payments,Home Care
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,526.76,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,860.52,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,749.64,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,"1,023.40",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,425.48,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,638.20,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,822.92,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,567.28,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,"2,736.00",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,567.28,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,364.84,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,364.84,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,"1,120.00",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,TELO01,Telopea Managed Services Ltd,20128636,"1,120.00",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,AIRE98,The Airedale Nursing Home,10484508,250.00,29/04/2015,Transfer Payments,Contract Payments - Private Contractors
ADCHILD,AIRE98,The Airedale Nursing Home,20127951,"1,470.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,AIRE98,The Airedale Nursing Home,20127951,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,AIRE98,The Airedale Nursing Home,20127951,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,AIRE98,The Airedale Nursing Home,20127951,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,AIRE98,The Airedale Nursing Home,20127951,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,AIRE98,The Airedale Nursing Home,20127951,400.00,06/05/2015,Transfer Payments,Respite Care
ADCHILD,AIRE98,The Airedale Nursing Home,20127951,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,AIRE98,The Airedale Nursing Home,20127951,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,AIRE98,The Airedale Nursing Home,20127951,443.56,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,AIRE98,The Airedale Nursing Home,20127951,"2,756.44",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,,The Ambassadors Theatre,10487857,910.00,18/05/2015,Supplies,Event Costs
ADCHILD,AMIC02,The Amicus Community,10485996,"18,821.34",07/04/2015,Transfer Payments,Voluntary & Independent Schools
ADCHILD,AMIC02,The Amicus Community,10486312,"18,214.20",07/05/2015,Transfer Payments,Voluntary & Independent Schools
ADCHILD,BEDF34,The Bedford Academy.,10486993,"7,878.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,BEEC01,The Beeches,20127965,"3,929.84",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BEEC99,The Beeches (UK) Limited,10486299,"18,594.50",01/05/2015,Transfer Payments,Voluntary & Independent Schools
ADCHILD,DISA95,The Disabilities Trust,20127986,"7,760.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,DISA95,The Disabilities Trust,20127986,"7,340.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,DRC01,The DRC - DP Holding A/C,20128407,729.36,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC - DP Holding A/C,20128407,899.60,13/05/2015,Customer & Client Receipts,Homecare & Daycare Contributions
